what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492297583
started,bundle,org.eclipse.wst.ws.service.policy,1.0.0.v200805221441,org.eclipse.wst.ws.service.policy,1224492301398
started,bundle,org.eclipse.wst.command.env,1.0.305.v200805281530,org.eclipse.wst.command.env,1224492303030
started,bundle,org.eclipse.wst.ws,1.1.0.v200805140300,org.eclipse.wst.ws,1224492303040
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492303681
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492318853
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1224492318953
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492342958
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492538489
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492545389
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492548213
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492548273
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492550456
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492550506
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492557807
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1224492557857
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.refresh,1224492560110
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1224492571727
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.0.v200805151903,org.eclipse.jst.common.project.facet.core,1224492573619
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1224492576313
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492576333
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492576343
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1224492580820
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1224492586478
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1224492586738
