what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.0.0.R200806162215,org.eclipse.epp.usagedata.recording,1224492108611
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1224492109642
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.monitor.ui,1224492109702
started,bundle,org.eclipse.epp.usagedata.ui,1.0.0.R200806162215,org.eclipse.epp.usagedata.ui,1224492109893
started,bundle,org.eclipse.emf.common,2.4.0.v200806091234,org.eclipse.emf.common,1224492110914
started,bundle,org.eclipse.emf.ecore,2.4.0.v200806091234,org.eclipse.emf.ecore,1224492112206
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1224492112256
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1224492112296
started,bundle,org.eclipse.jst.jsf.common,1.1.0.v20080605,org.eclipse.jst.jsf.common,1224492112837
started,bundle,org.eclipse.jst.jsf.core,1.1.0.v20080606,org.eclipse.jst.jsf.core,1224492113087
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492117904
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492117914
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492122481
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492128429
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492130893
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492139365
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492140797
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492143781
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492146315
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492185832
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1224492199652
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1224492208755
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1224492217317
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1224492221113
started,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1224492223676
